Foreign-born population,Bayside/Little Neck,0.358743972,0.374015219,0.391088773,0.380295271,0.384257815,0.377557211,0.437796858,0.42262933,0.444464294,0.426004228,0.409947436,0.450965543,0.400073266,0,2
"Population density (1,000 persons per square mile)",Bayside/Little Neck,,11.97263655,12.63912437,13.24305183,13.412276,13.26547913,12.9228458,12.73409164,13.21450799,12.68912974,12.98379655,12.18617877,12.59587939,0,2
"Median rent, all ($2016)",Bayside/Little Neck,1300,1460,1430,1420,1540,1570,1540,1660,1620,1590,1630,1680,1630,0,2
Severely rent-burdened households,Bayside/Little Neck,0.196717802,,,,,,0.263067904,,,,,0.28622318,,0,2
Racial diversity index,Bedford Stuyvesant,0.402276696,0.431889354,0.505376455,0.486162828,0.54597445,0.585440254,0.575759934,0.568260184,0.600451865,0.603758484,0.629319228,0.638501986,0.659109131,1,1
Percent Asian,Bedford Stuyvesant,0.008392949,0.01398653,0.022666879,0.01636449,0.022989565,0.03788279,0.039354248,0.023844738,0.019111548,0.020128247,0.026892333,0.023300212,0.054648974,1,1
Percent black,Bedford Stuyvesant,0.749078924,0.72659875,0.670171932,0.687913189,0.630309647,0.589281133,0.601003736,0.609248136,0.567014993,0.558675476,0.530513754,0.503516575,0.490498324,1,1
Percent Hispanic,Bedford Stuyvesant,0.189568292,0.192277901,0.185105272,0.148426002,0.193947428,0.212596405,0.2004246,0.1824877,0.1911741,0.184976572,0.21311217,0.179819299,0.169067102,1,1
Percent white,Bedford Stuyvesant,0.024443637,0.054758445,0.103515108,0.135331228,0.136349458,0.143788581,0.14599931,0.16335909,0.202803711,0.222489887,0.207595602,0.274027722,0.262168015,1,1
Median household income ($2016),Bedford Stuyvesant,33560,38140,32930,36390,43110,33540,40440,34380,39730,38140,35100,39970,51440,1,1
Unemployment rate,Bedford Stuyvesant,0.179421615,0.139148967,0.127879195,0.088488356,0.082438886,0.113669706,0.128571668,0.185233333,0.155891388,0.154931663,0.125165691,0.120349001,0.085269807,1,1
Population aged 25+ with a bachelor's degree or higher,Bedford Stuyvesant,0.106355042,0.160228554,0.168512714,0.202238623,0.209911812,0.203275691,0.230428677,0.206268499,0.252396768,0.267465558,0.286301002,0.291250913,0.361438035,1,1
Population aged 25+ without a high school diploma,Bedford Stuyvesant,,0.334342654,0.29372722,0.284117215,0.235374488,0.271725275,0.23642682,0.245532589,0.265010718,0.231899754,0.228989464,0.187369822,0.169495851,1,1
Poverty rate,Bedford Stuyvesant,0.359182512,0.266695815,0.377124163,0.368625949,0.282039269,0.342017061,0.307158884,0.322391407,0.316086187,0.37369583,0.302880186,0.337039118,0.266738039,1,1
Foreign-born population,Bedford Stuyvesant,0.184132701,0.187682116,0.196211588,0.207288841,0.192345318,0.205216053,0.222479783,0.190456068,0.187554044,0.198024076,0.202469321,0.192360978,0.197258444,1,1
"Population density (1,000 persons per square mile)",Bedford Stuyvesant,,59.01567262,57.50413583,54.72311711,61.41227688,57.69003048,58.03308664,57.69438398,59.40879408,62.52895081,58.00391815,65.67566391,64.53504571,1,1
"Median rent, all ($2016)",Bedford Stuyvesant,770,860,860,930,1010,1020,1040,990,1090,1080,1080,1240,1290,1,1
Severely rent-burdened households,Bedford Stuyvesant,0.288084229,,,,,,0.324108046,,,,,0.315381729,,1,1
Racial diversity index,Bensonhurst,0.519837198,0.537558521,0.554744244,0.591036367,0.594335814,0.598298516,0.610865212,0.620264576,0.632211084,0.622931946,0.626697326,0.638644208,0.645525454,0,2
Percent Asian,Bensonhurst,0.230972534,0.256212299,0.302417623,0.317864082,0.353965142,0.322852911,0.337294688,0.368725411,0.364238201,0.359699741,0.400480715,0.409265361,0.412250694,0,2
Percent black,Bensonhurst,0.003964419,0.005559313,0.003299101,0.005117824,0.007220769,0.009205308,0.001495386,0.014296987,0.008526027,0.011816751,0.005190874,0.011668202,0.009470717,0,2
Percent Hispanic,Bensonhurst,0.087636368,0.112764425,0.099053227,0.12385351,0.114450823,0.13222837,0.134043743,0.135636522,0.15196389,0.131379558,0.146197179,0.154417362,0.16623378,0,2
Percent white,Bensonhurst,0.647393729,0.61971769,0.586495449,0.54088832,0.516934942,0.529054253,0.507343197,0.474526423,0.460384331,0.479879074,0.437626907,0.412161119,0.395980488,0,2
Median household income ($2016),Bensonhurst,50050,49670,46200,48150,43180,42900,41820,47270,52150,48470,48320,50570,51080,0,2
Unemployment rate,Bensonhurst,0.071237682,0.061155327,0.048804361,0.052657193,0.075235184,0.098380348,0.085960511,0.103398723,0.111622155,0.093937282,0.087661607,0.073151826,0.060518854,0,2
Population aged 25+ with a bachelor's degree or higher,Bensonhurst,0.204638259,0.228993193,0.229568605,0.219923372,0.176666667,0.201242742,0.185983005,0.232559216,0.276223279,0.265603883,0.301491,0.290693499,0.308968255,0,2
Population aged 25+ without a high school diploma,Bensonhurst,,0.248298243,0.282772615,0.270287732,0.344727969,0.288833619,0.301064269,0.288341949,0.265111752,0.273242487,0.278208113,0.25875664,0.246662174,0,2
Poverty rate,Bensonhurst,0.196500752,0.206239044,0.178825551,0.144607018,0.169348163,0.144091015,0.139524938,0.180757533,0.197517085,0.161208877,0.196441544,0.200992397,0.151706546,0,2
Foreign-born population,Bensonhurst,0.507439835,0.517813447,0.511274793,0.509318456,0.503755128,0.515931793,0.522315296,0.541635628,0.557470172,0.551753043,0.556142978,0.565146571,0.552463759,0,2
"Population density (1,000 persons per square mile)",Bensonhurst,,49.08421053,47.12361673,49.73225371,49.41511471,44.09824561,44.40107962,48.91417004,51.12550607,49.9074224,50.64426451,50.70472335,51.12712551,0,2
"Median rent, all ($2016)",Bensonhurst,1030,1130,1160,1130,1100,1060,1110,1180,1210,1210,1240,1280,1330,0,2
Severely rent-burdened households,Bensonhurst,0.309204604,,,,,,0.305196598,,,,,0.317152525,,0,2
Racial diversity index,Borough Park,0.474655246,0.461910943,0.470543541,0.418091674,0.411232573,0.429292944,0.458817262,0.429133819,0.448986232,0.477823804,0.468478289,0.500007252,0.47400551,0,2
Percent Asian,Borough Park,0.111549815,0.130082511,0.134114424,0.11342921,0.104720128,0.130000917,0.163194506,0.113741386,0.134750419,0.148538215,0.13360312,0.146673586,0.14248595,0,2
Percent black,Borough Park,0.027827535,0.03090762,0.029323062,0.023257926,0.019695582,0.02897736,0.015155552,0.014658794,0.018287425,0.022498075,0.021569193,0.032312673,0.023054546,0,2
Percent Hispanic,Borough Park,0.107223049,0.109263873,0.10890045,0.109388302,0.113669462,0.096886553,0.100121363,0.126240846,0.108541934,0.121413845,0.116427761,0.10837411,0.109031405,0,2
Percent white,Borough Park,0.707552287,0.712933182,0.706222791,0.746013008,0.751327132,0.737278866,0.710138235,0.736055328,0.721623386,0.696322561,0.706860144,0.682415233,0.702333884,0,2
Median household income ($2016),Borough Park,46660,40450,47780,44130,44830,45570,39520,36550,39430,41600,43740,43640,45800,0,2
Unemployment rate,Borough Park,0.074383197,0.092723178,0.061343972,0.067380382,0.076271186,0.097814165,0.081614624,0.077136727,0.0690843,0.071617008,0.049642633,0.058958604,0.051411274,0,2
Population aged 25+ with a bachelor's degree or higher,Borough Park,0.208135555,0.222078998,0.251857759,0.242629031,0.259601692,0.255736958,0.227310026,0.235487532,0.236345699,0.285398255,0.289935667,0.268612017,0.289187058,0,2
Population aged 25+ without a high school diploma,Borough Park,,0.25321103,0.240874325,0.256543241,0.218120226,0.243307788,0.272711568,0.250535332,0.227174172,0.206842064,0.242754334,0.257334031,0.220657451,0,2
Poverty rate,Borough Park,0.28452479,0.282070212,0.245296667,0.271580614,0.281791976,0.275551731,0.32227107,0.305734061,0.323896882,0.342545808,0.327377094,0.300819062,0.316975543,0,2
Foreign-born population,Borough Park,0.397816434,0.395722375,0.338719946,0.337285327,0.346639889,0.310910813,0.358748483,0.308223362,0.341190746,0.299647284,0.306597808,0.296924427,0.291206612,0,2
"Population density (1,000 persons per square mile)",Borough Park,,49.13354531,49.44642289,56.02480127,54.14689984,52.03338633,53.709062,51.53799682,51.62225755,51.20381558,54.05755167,51.4645469,48.09220986,0,2
"Median rent, all ($2016)",Borough Park,1050,1170,1160,1140,1230,1220,1310,1260,1280,1330,1400,1370,1440,0,2
Severely rent-burdened households,Borough Park,0.349596284,,,,,,0.390802761,,,,,0.452311452,,0,2
Racial diversity index,Brooklyn Heights/Fort Greene,0.69010077,0.709805336,0.712992795,0.69581056,0.68238435,0.680888797,0.695698762,0.689785574,0.691600187,0.703310248,0.694882486,0.697808118,0.678320816,1,1
Percent Asian,Brooklyn Heights/Fort Greene,0.042282766,0.060931965,0.070807542,0.065891241,0.054939585,0.061526666,0.066056684,0.067824405,0.089060891,0.087496373,0.093097002,0.096609137,0.098047834,1,1
Percent black,Brooklyn Heights/Fort Greene,0.41757163,0.334720565,0.284598733,0.331657431,0.350327818,0.296717973,0.299925081,0.22779413,0.270357104,0.265383264,0.27404904,0.235823135,0.244906787,1,1
Percent Hispanic,Brooklyn Heights/Fort Greene,0.192500825,0.219467995,0.214274214,0.154342929,0.157781821,0.154900781,0.166719801,0.216525103,0.162756914,0.167341204,0.150118645,0.151608543,0.125041862,1,1
Percent white,Brooklyn Heights/Fort Greene,0.31094817,0.355356021,0.393806576,0.407467046,0.40862282,0.450876774,0.426833934,0.454797746,0.44820218,0.436580784,0.445883368,0.462883199,0.48626228,1,1
Median household income ($2016),Brooklyn Heights/Fort Greene,60360,63290,65580,74330,69460,73570,78500,65960,78970,77970,85590,87590,86990,1,1
Unemployment rate,Brooklyn Heights/Fort Greene,0.106512243,0.089263014,0.067922024,0.065612367,0.075953709,0.096455958,0.103796142,0.117685076,0.085236377,0.090382798,0.085251621,0.070809684,0.062705532,1,1
Population aged 25+ with a bachelor's degree or higher,Brooklyn Heights/Fort Greene,0.42560678,0.49692632,0.545112069,0.527599502,0.553035268,0.581985619,0.545684076,0.582359922,0.585644756,0.591826269,0.589004237,0.620598308,0.623938895,1,1
Population aged 25+ without a high school diploma,Brooklyn Heights/Fort Greene,,0.151184661,0.133623251,0.116437688,0.143304449,0.121986073,0.127267114,0.139298678,0.113408568,0.109754056,0.108702637,0.109327156,0.092657343,1,1
Poverty rate,Brooklyn Heights/Fort Greene,0.245056287,0.189589385,0.204050661,0.219753504,0.2059844,0.173636016,0.181148215,0.193739848,0.232239299,0.187658104,0.193942571,0.161053993,0.155472754,1,1
Foreign-born population,Brooklyn Heights/Fort Greene,0.16932219,0.160639645,0.180086944,0.188149341,0.176867362,0.174678681,0.195842765,0.196467917,0.207245085,0.192624891,0.19365787,0.194696115,0.196402657,1,1
"Population density (1,000 persons per square mile)",Brooklyn Heights/Fort Greene,,35.33172458,35.97039897,37.56531532,37.49292149,39.02734878,40.36936937,38.25933076,41.86036036,42.13449163,44.74581725,43.32561133,46.11583012,1,1
"Median rent, all ($2016)",Brooklyn Heights/Fort Greene,980,1080,1120,1260,1200,1320,1510,1460,1600,1530,1640,1760,1790,1,1
Severely rent-burdened households,Brooklyn Heights/Fort Greene,0.185724712,,,,,,0.204218949,,,,,0.209055055,,1,1
Racial diversity index,Brownsville/Ocean Hill,0.381989243,0.379571847,0,0.401039389,0.424452962,0.352407365,0.391835813,0.378777044,0.416232494,0,0.388864848,0.443838202,0.435340162,1,1
Percent Asian,Brownsville/Ocean Hill,0.005608357,0.01839188,0,0.011812718,0.004951455,0.002728225,0.004409484,0.007912573,0.022387944,0,0.009032738,0.020303135,0.012684893,1,1
Percent black,Brownsville/Ocean Hill,0.759251648,0.76151742,0,0.738994388,0.72097408,0.778169133,0.739875079,0.760670466,0.7356593,0,0.751502763,0.706169392,0.717904758,1,1
Percent Hispanic,Brownsville/Ocean Hill,0.20363901,0.200376116,0,0.229499512,0.235775581,0.204836475,0.246402675,0.20590943,0.2031444,0,0.214660828,0.23780086,0.218789327,1,1
Percent white,Brownsville/Ocean Hill,0.006884151,0.005524763,0,0.006191951,0.011347818,0.008944861,0.003915691,0.011920446,0.028355476,0,0.014761012,0.022915555,0.035255066,1,1
Median household income ($2016),Brownsville/Ocean Hill,31360,27480,27420,29360,30540,28740,28690,27390,29570,28640,25560,27350,30210,1,1
Unemployment rate,Brownsville/Ocean Hill,0.222959338,0.138607348,0.131037578,0.115699749,0.158502492,0.123036022,0.155916586,0.188360002,0.127092846,0.15714602,0.107204369,0.138017472,0.140154298,1,1
Population aged 25+ with a bachelor's degree or higher,Brownsville/Ocean Hill,0.076069372,0.098093924,0.085656214,0.107707662,0.116480956,0.155289002,0.101506024,0.091062418,0.116061214,0.124501667,0.122095109,0.146406115,0.16316708,1,1
Population aged 25+ without a high school diploma,Brownsville/Ocean Hill,,0.295488745,0.330154655,0.312390603,0.304790193,0.241622311,0.27685241,0.258254717,0.286364187,0.301679629,0.242237015,0.255702133,0.260791906,1,1
Poverty rate,Brownsville/Ocean Hill,0.425514346,0.36895318,0.386853486,0.355068104,0.325669951,0.360025575,0.397629645,0.382226071,0.363661959,0.353247861,0.385895166,0.349785151,0.331917493,1,1
Foreign-born population,Brownsville/Ocean Hill,0.236407227,0.305481572,0.282641787,0.267479015,0.251555039,0.275027029,0.287638717,0.280495548,0.298035138,0.312857143,0.314392593,0.310595601,0.309316238,1,1
"Population density (1,000 persons per square mile)",Brownsville/Ocean Hill,,42.90965251,45.14903475,46.64169884,43.82316602,45.71119691,44.56872587,48.64942085,49.75444015,49.45945946,47.78841699,49.21544402,42.33899614,1,1
"Median rent, all ($2016)",Brownsville/Ocean Hill,720,770,740,760,820,880,920,890,970,890,960,870,970,1,1
Severely rent-burdened households,Brownsville/Ocean Hill,0.296183049,,,,,,0.322400129,,,,,0.350669091,,1,1
Racial diversity index,Bushwick,0.483573383,0.463256908,0.461160379,0.499124091,0.499592971,0.48658447,0,0.541436113,0.485549537,0.553331483,0.58976745,0.618837813,0.620309636,0,0
Percent Asian,Bushwick,0.027835308,0.030783074,0.032154419,0.036851823,0.035310912,0.040394753,0,0.044788596,0.038287129,0.050845365,0.05429212,0.048389476,0.060191234,0,0
Percent black,Bushwick,0.23430536,0.208300529,0.20640828,0.202608094,0.219771601,0.164626415,0,0.201184754,0.153440625,0.183696286,0.173774096,0.17985411,0.196136563,0,0
Percent Hispanic,Bushwick,0.678063127,0.700310599,0.702521171,0.672380366,0.668193512,0.690455182,0,0.636545765,0.692117233,0.627428924,0.591338594,0.55790509,0.554075201,0,0
Percent white,Bushwick,0.031356143,0.044400993,0.040808583,0.079827666,0.066166782,0.089182837,0,0.104364996,0.102050326,0.129119654,0.165548017,0.187656749,0.174924267,0,0
Median household income ($2016),Bushwick,33860,31590,33240,36590,40260,35340,40510,36300,36520,44460,40970,43660,48430,0,0
Unemployment rate,Bushwick,0.172119619,0.127376586,0.07096567,0.080021261,0,0.10367876,0.102154675,0.14682422,0.174531598,0.152442981,0.134770339,0.085043605,0.073711214,0,0
Population aged 25+ with a bachelor's degree or higher,Bushwick,0.068508304,0.113673708,0.140320057,0.134631747,0.132595818,0.144697895,0.166002998,0.174506467,0.191084367,0.206967082,0.236460233,0.268616334,0.298000554,0,0
Population aged 25+ without a high school diploma,Bushwick,,0.443858896,0.445691856,0.427359745,0.412576988,0.463655486,0.394160499,0.381404584,0.450403581,0.414255424,0.332498839,0.291183452,0.260960756,0,0
Poverty rate,Bushwick,0.381607125,0.340250444,0.329259235,0.319614213,0.269253468,0.335297897,0.284514819,0.322094036,0.333720906,0.250322323,0.270729594,0.29100826,0.286923623,0,0
Foreign-born population,Bushwick,0.33217629,0.351193515,0.38747568,0.388605939,0.379407981,0.393040654,0.356999936,0.351440946,0.390285293,0.374642478,0.333724011,0.309023851,0.317459406,0,0
"Population density (1,000 persons per square mile)",Bushwick,,45.68498024,48.96086957,51.37549407,50.39367589,53.30790514,55.50869565,54.84703557,56.83083004,57.62648221,54.29565217,48.22529644,55.06166008,0,0
"Median rent, all ($2016)",Bushwick,880,960,980,1060,1100,1160,1210,1230,1220,1250,1280,1320,1410,0,0
Severely rent-burdened households,Bushwick,0.318947477,,,,,,0.357098519,,,,,0.32975489,,0,0
Racial diversity index,Central Harlem,0.374361652,0.437572563,0.47861966,0.509204656,0.573901923,0.550580868,0.585329083,0.545637783,0.587399138,0.590376003,0.617002878,0.62138079,0.629828223,1,1
Percent Asian,Central Harlem,0.008359993,0.013703494,0.023319198,0.015182211,0.030657398,0.024661588,0.034742964,0.037846896,0.032909964,0.030821779,0.027130814,0.02585426,0.048889446,1,1
Percent black,Central Harlem,0.772556856,0.721136857,0.694531204,0.668978164,0.615563059,0.62954486,0.586434678,0.63506687,0.583417718,0.583457968,0.551122119,0.541498763,0.52792239,1,1
Percent Hispanic,Central Harlem,0.16821736,0.200953581,0.183946573,0.187071099,0.185167825,0.186053165,0.236065677,0.196390985,0.24496586,0.22021235,0.239004143,0.249391979,0.267397046,1,1
Percent white,Central Harlem,0.020670816,0.04264906,0.068019265,0.089651914,0.109330685,0.133672836,0.117606157,0.105121272,0.105514408,0.140560788,0.146295833,0.150111619,0.13258344,1,1
Median household income ($2016),Central Harlem,31500,33130,32230,36240,37040,35000,38640,37580,38410,37860,41050,46540,45640,1,1
Unemployment rate,Central Harlem,0.186147597,0,0.134303823,0.128096758,0.088875554,0.130717141,0.158846422,0.154412848,0.134939038,0.107180482,0.130427222,0.116090105,0.081233304,1,1
Population aged 25+ with a bachelor's degree or higher,Central Harlem,0.147753081,0.229735469,0.255692398,0.307567118,0.30620437,0.366632451,0.340684126,0.308050756,0.335374988,0.33378399,0.377563767,0.379740116,0.370466627,1,1
Population aged 25+ without a high school diploma,Central Harlem,,0.236598764,0.262874395,0.253212109,0.226648938,0.169269497,0.211162921,0.196131144,0.216814798,0.186063532,0.187495329,0.19052826,0.168428825,1,1
Poverty rate,Central Harlem,0.364278825,0.353219248,0.286748658,0.297071908,0.278497638,0.271416903,0.280646911,0.264903087,0.275273641,0.31330661,0.292386554,0.24087108,0.271841464,1,1
Foreign-born population,Central Harlem,0.177970685,0.172041829,0.208281489,0.221663477,0.204591857,0.208466845,0.196755638,0.246219358,0.228055202,0.230742283,0.202647943,0.222781705,0.252942775,1,1
"Population density (1,000 persons per square mile)",Central Harlem,,81.74913614,81.64685556,86.30476849,86.99032481,84.54457498,87.46233587,85.36558397,95.54664824,102.5805114,91.24187975,96.89633725,99.16171389,1,1
"Median rent, all ($2016)",Central Harlem,710,790,770,830,820,820,870,910,910,920,980,1050,990,1,1
Severely rent-burdened households,Central Harlem,0.24143203,,,,,,0.24062855,,,,,0.266244916,,1,1
Racial diversity index,Chelsea/Clinton/Midtown,0.553926377,0.539756842,0.54617149,0.493009926,0.571547585,0.554628844,0.556382057,0.549858207,0.524047625,0.583222372,0.584744885,0.591854152,0.574171678,0,0
Percent Asian,Chelsea/Clinton/Midtown,0.098461236,0.124407734,0.137310844,0.109612598,0.118845372,0.1251424,0.138676741,0.128380787,0.12020444,0.14297668,0.184259303,0.179084746,0.18282031,0,0
Percent black,Chelsea/Clinton/Midtown,0.065910783,0.056121645,0.060195224,0.053788795,0.062257587,0.054044158,0.063225528,0.039216783,0.046793036,0.077042913,0.052192416,0.055536759,0.042753143,0,0
Percent Hispanic,Chelsea/Clinton/Midtown,0.168290508,0.153850197,0.14561888,0.125374524,0.166842341,0.158057123,0.125826386,0.162103026,0.145348343,0.143554927,0.128540553,0.140514768,0.127418055,0,0
Percent white,Chelsea/Clinton/Midtown,0.6353842,0.646487704,0.640426358,0.69019066,0.618559471,0.633883042,0.636047921,0.63705951,0.661957354,0.608104982,0.601711644,0.594344824,0.611834834,0,0
Median household income ($2016),Chelsea/Clinton/Midtown,80960,87400,86760,92130,88610,90930,85120,88270,89960,103190,99750,103380,101550,0,0
Unemployment rate,Chelsea/Clinton/Midtown,0.073294182,0.066027606,0.054879367,0.05312583,0.068396747,0.094949299,0.08290516,0.081796907,0.072452554,0.06449484,0.050768386,0.047743906,0.033425389,0,0
Population aged 25+ with a bachelor's degree or higher,Chelsea/Clinton/Midtown,0.605863775,0.686344769,0.681378364,0.690070594,0.660552786,0.686748715,0.690961195,0.715642652,0.72958605,0.754148588,0.718008252,0.760509133,0.78122498,0,0
Population aged 25+ without a high school diploma,Chelsea/Clinton/Midtown,,0.068143116,0.084062431,0.072105553,0.069356119,0.071044424,0.076576153,0.050853182,0.063005966,0.044870643,0.065755198,0.054035146,0.04280816,0,0
Poverty rate,Chelsea/Clinton/Midtown,0.143574757,0.115825042,0.136072017,0.147164761,0.142494832,0.12705683,0.117346431,0.131304907,0.115008234,0.136907282,0.130274003,0.132248415,0.126772347,0,0
Foreign-born population,Chelsea/Clinton/Midtown,0.252861151,0.26176835,0.240491787,0.240784267,0.226254693,0.259472985,0.270177213,0.259403989,0.245186719,0.263741871,0.29112662,0.287269902,0.309824809,0,0
